Sequence name	HCV-I_PV1_Run3_B	HCV-H_PV1_Run3_B	HCV-J_PV1_Run3_A	JAS_PV1_Run10_A	HCV-H_PV1_Run3_A	HCV-I_PV1_Run3_A	HCV-J_PV1_Run3_B	SB_PV1_Run3_A	JAS_PV1_Run10_B	SB_PV1_Run3_B
PV1_012845	0.00	42.98	0.00	0.00	6.29	19.26	10.71	5.70	16.95	5.25
PV1_012846	24.30	0.00	29.06	20.67	0.00	7.70	53.54	45.56	8.47	36.74
PV1_012847	0.00	0.00	4.84	0.00	0.00	0.00	0.00	11.39	8.47	5.25
PV1_012848	0.00	0.00	29.06	0.00	31.46	61.62	10.71	5.70	33.90	31.49
PV1_012849	36.45	0.00	159.81	20.67	12.58	30.81	74.96	28.48	16.95	5.25
PV1_012850	109.36	42.98	48.43	41.34	113.26	57.77	85.67	102.51	84.74	73.47
PV1_012851	145.81	150.42	213.08	62.00	94.38	177.17	289.12	108.21	161.00	73.47
PV1_012852	0.00	0.00	19.37	20.67	18.88	23.11	10.71	17.09	16.95	10.50
PV1_012853	0.00	0.00	0.00	0.00	6.29	7.70	0.00	0.00	0.00	0.00
PV1_012854	0.00	0.00	43.58	124.01	31.46	65.48	64.25	0.00	0.00	0.00
PV1_012855	72.91	85.95	82.32	41.34	37.75	69.33	42.83	187.94	186.43	183.68
PV1_012856	24.30	21.49	43.58	62.00	18.88	3.85	21.42	11.39	67.79	20.99
PV1_012857	12.15	21.49	9.69	0.00	18.88	23.11	10.71	39.87	33.90	15.74
PV1_012858	157.96	42.98	62.95	144.68	100.68	115.55	182.04	113.90	101.69	78.72
PV1_012859	12.15	0.00	38.74	0.00	0.00	42.37	10.71	0.00	8.47	26.24
PV1_012860	48.60	64.47	48.43	0.00	75.51	46.22	42.83	130.99	93.21	120.70
PV1_012861	72.91	21.49	82.32	82.67	62.92	96.29	32.12	28.48	127.11	83.97
PV1_012862	12.15	85.95	9.69	20.67	0.00	15.41	10.71	34.17	16.95	0.00
PV1_012863	0.00	0.00	4.84	0.00	0.00	3.85	0.00	0.00	0.00	0.00
PV1_012864	48.60	107.44	48.43	41.34	62.92	42.37	64.25	113.90	33.90	94.46
PV1_012865	12.15	0.00	19.37	0.00	18.88	42.37	32.12	11.39	59.32	15.74
PV1_012866	24.30	0.00	53.27	0.00	37.75	15.41	53.54	51.26	59.32	10.50
PV1_012867	0.00	0.00	9.69	62.00	44.05	30.81	21.42	5.70	8.47	0.00
PV1_012868	157.96	85.95	111.38	62.00	138.43	53.92	96.37	56.95	59.32	141.69
PV1_012869	121.51	64.47	62.95	186.01	81.80	38.52	107.08	39.87	76.27	89.21
PV1_012870	24.30	0.00	33.90	144.68	12.58	73.18	53.54	22.78	42.37	47.23
PV1_012871	12.15	64.47	72.64	20.67	31.46	111.69	53.54	39.87	59.32	20.99
PV1_012872	12.15	0.00	14.53	82.67	37.75	3.85	0.00	56.95	42.37	15.74
PV1_012873	24.30	85.95	4.84	62.00	18.88	11.55	21.42	51.26	42.37	0.00
PV1_012874	0.00	0.00	38.74	0.00	0.00	11.55	0.00	28.48	0.00	10.50
PV1_012875	0.00	0.00	0.00	0.00	0.00	23.11	0.00	5.70	0.00	0.00
PV1_012876	0.00	0.00	19.37	41.34	50.34	15.41	10.71	22.78	25.42	62.97
PV1_012877	36.45	21.49	62.95	82.67	12.58	23.11	21.42	56.95	42.37	47.23
PV1_012878	0.00	0.00	33.90	0.00	0.00	38.52	10.71	0.00	8.47	0.00
PV1_012879	72.91	42.98	48.43	62.00	12.58	30.81	32.12	91.12	25.42	36.74
PV1_012880	48.60	0.00	24.21	20.67	31.46	42.37	32.12	56.95	50.84	62.97
PV1_012881	12.15	0.00	19.37	20.67	6.29	23.11	32.12	5.70	0.00	5.25
PV1_012882	133.66	42.98	203.39	103.34	37.75	96.29	149.91	130.99	194.90	120.70
PV1_012883	340.23	257.86	130.75	206.68	201.35	115.55	224.87	256.28	237.27	194.17
PV1_012884	36.45	21.49	24.21	0.00	6.29	19.26	10.71	45.56	16.95	5.25
PV1_012885	24.30	21.49	33.90	0.00	31.46	30.81	42.83	5.70	59.32	47.23
PV1_012886	72.91	0.00	19.37	41.34	69.21	23.11	74.96	102.51	8.47	89.21
PV1_012887	12.15	85.95	24.21	0.00	6.29	42.37	21.42	11.39	50.84	26.24
PV1_012888	12.15	42.98	9.69	0.00	31.46	19.26	0.00	28.48	42.37	73.47
PV1_012889	85.06	64.47	33.90	186.01	37.75	57.77	85.67	62.65	42.37	31.49
PV1_012890	0.00	21.49	9.69	0.00	25.17	15.41	0.00	17.09	8.47	0.00
PV1_012891	0.00	21.49	33.90	0.00	31.46	73.18	21.42	11.39	16.95	62.97
PV1_012892	133.66	193.40	82.32	124.01	132.14	88.59	139.21	142.38	161.00	236.16
PV1_012893	12.15	0.00	9.69	0.00	6.29	19.26	10.71	17.09	25.42	20.99
PV1_012894	12.15	0.00	33.90	20.67	6.29	65.48	10.71	0.00	8.47	0.00
PV1_012895	85.06	64.47	72.64	82.67	81.80	46.22	21.42	22.78	50.84	62.97
PV1_012896	24.30	0.00	19.37	0.00	18.88	42.37	42.83	5.70	8.47	10.50
PV1_012897	12.15	21.49	58.11	41.34	94.38	42.37	21.42	142.38	50.84	41.98
PV1_012898	0.00	0.00	4.84	0.00	12.58	15.41	0.00	11.39	0.00	0.00
PV1_012899	0.00	0.00	24.21	20.67	12.58	46.22	0.00	22.78	16.95	0.00
PV1_012900	303.78	171.91	198.55	268.68	257.98	161.76	342.66	336.01	415.22	304.38
PV1_012901	109.36	42.98	58.11	82.67	12.58	69.33	53.54	102.51	76.27	5.25
PV1_012902	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
PV1_012903	109.36	171.91	324.46	41.34	81.80	288.86	267.70	62.65	118.64	26.24
PV1_012904	0.00	0.00	0.00	0.00	6.29	0.00	10.71	0.00	0.00	0.00
PV1_012905	72.91	42.98	62.95	0.00	69.21	181.02	182.04	39.87	84.74	68.22
PV1_012906	36.45	0.00	4.84	0.00	0.00	3.85	0.00	0.00	16.95	5.25
PV1_012907	0.00	42.98	24.21	41.34	18.88	57.77	53.54	5.70	33.90	15.74
PV1_012908	12.15	42.98	14.53	0.00	18.88	11.55	10.71	17.09	16.95	10.50
PV1_012909	24.30	0.00	19.37	0.00	6.29	19.26	32.12	17.09	25.42	20.99
PV1_012910	0.00	0.00	14.53	41.34	18.88	38.52	0.00	0.00	8.47	0.00
PV1_012911	97.21	236.38	77.48	248.02	138.43	111.69	117.79	205.02	161.00	188.92
PV1_012912	60.76	42.98	19.37	103.34	44.05	11.55	21.42	39.87	42.37	141.69
PV1_012913	36.45	85.95	19.37	103.34	75.51	53.92	32.12	34.17	50.84	62.97
PV1_012914	303.78	64.47	174.33	82.67	113.26	223.39	353.37	182.24	305.06	52.48
PV1_012915	12.15	21.49	48.43	0.00	25.17	42.37	10.71	28.48	16.95	15.74
PV1_012916	12.15	0.00	111.38	82.67	37.75	107.84	117.79	17.09	33.90	47.23
PV1_012917	24.30	42.98	48.43	41.34	18.88	103.99	10.71	5.70	25.42	31.49
PV1_012918	12.15	21.49	14.53	0.00	0.00	26.96	0.00	11.39	8.47	0.00
PV1_012919	24.30	21.49	62.95	62.00	31.46	46.22	53.54	5.70	50.84	83.97
PV1_012920	36.45	42.98	9.69	103.34	31.46	11.55	10.71	5.70	33.90	5.25
PV1_012921	60.76	0.00	14.53	20.67	6.29	34.66	21.42	45.56	16.95	15.74
PV1_012922	48.60	107.44	38.74	82.67	100.68	88.59	74.96	130.99	135.58	131.20
PV1_012923	12.15	0.00	33.90	41.34	25.17	38.52	32.12	11.39	8.47	0.00
PV1_012924	0.00	0.00	0.00	0.00	12.58	7.70	0.00	17.09	0.00	0.00
PV1_012925	12.15	85.95	53.27	144.68	62.92	88.59	42.83	39.87	118.64	31.49
PV1_012926	157.96	128.93	82.32	82.67	62.92	53.92	53.54	113.90	144.06	73.47
PV1_012927	12.15	0.00	4.84	0.00	12.58	3.85	0.00	0.00	0.00	0.00
PV1_012928	72.91	64.47	33.90	20.67	37.75	50.07	74.96	45.56	59.32	68.22
PV1_012929	36.45	0.00	4.84	20.67	12.58	7.70	21.42	5.70	16.95	0.00
PV1_012930	303.78	150.42	106.54	268.68	157.31	188.73	257.00	148.07	254.22	167.93
PV1_012931	12.15	0.00	198.55	0.00	62.92	130.95	117.79	11.39	50.84	5.25
PV1_012932	0.00	0.00	4.84	62.00	0.00	11.55	0.00	0.00	16.95	5.25
PV1_012933	449.59	236.38	193.70	165.34	144.72	223.39	299.83	273.36	338.96	220.41
PV1_012934	24.30	0.00	4.84	20.67	0.00	3.85	0.00	0.00	8.47	10.50
PV1_012935	109.36	64.47	67.80	41.34	50.34	181.02	117.79	45.56	59.32	99.71
PV1_012936	24.30	0.00	0.00	0.00	0.00	15.41	21.42	11.39	0.00	0.00
PV1_012937	0.00	0.00	24.21	20.67	6.29	0.00	10.71	11.39	16.95	26.24
PV1_012938	0.00	0.00	4.84	0.00	6.29	7.70	0.00	0.00	0.00	20.99
PV1_012939	0.00	21.49	0.00	20.67	12.58	19.26	21.42	11.39	59.32	0.00
PV1_012940	12.15	21.49	14.53	20.67	12.58	15.41	21.42	34.17	33.90	36.74
PV1_012941	72.91	85.95	24.21	41.34	18.88	65.48	10.71	34.17	33.90	73.47
PV1_012942	24.30	0.00	19.37	62.00	25.17	15.41	53.54	28.48	8.47	20.99
PV1_012943	60.76	42.98	19.37	0.00	62.92	53.92	53.54	68.34	84.74	141.69
PV1_012944	109.36	64.47	48.43	124.01	106.97	30.81	85.67	136.68	59.32	47.23
PV1_012945	48.60	21.49	0.00	62.00	75.51	7.70	64.25	39.87	33.90	31.49
PV1_012946	0.00	21.49	24.21	0.00	6.29	19.26	10.71	28.48	0.00	0.00
PV1_012947	12.15	0.00	33.90	20.67	12.58	15.41	64.25	17.09	33.90	0.00
PV1_012948	157.96	150.42	106.54	248.02	264.27	61.62	107.08	62.65	152.53	83.97
PV1_012949	0.00	21.49	24.21	0.00	6.29	53.92	10.71	11.39	0.00	0.00
PV1_012950	170.12	214.89	87.17	310.02	144.72	88.59	107.08	136.68	101.69	120.70
PV1_012951	12.15	21.49	174.33	62.00	18.88	3.85	53.54	17.09	16.95	0.00
PV1_012952	48.60	0.00	29.06	41.34	37.75	30.81	10.71	51.26	50.84	62.97
PV1_012953	60.76	0.00	9.69	41.34	37.75	7.70	32.12	17.09	8.47	20.99
PV1_012954	109.36	21.49	140.44	41.34	81.80	138.66	107.08	39.87	67.79	15.74
PV1_012955	72.91	107.44	24.21	62.00	44.05	50.07	10.71	56.95	42.37	115.45
PV1_012956	0.00	0.00	24.21	41.34	44.05	15.41	53.54	56.95	33.90	41.98
PV1_012957	72.91	21.49	48.43	103.34	31.46	46.22	42.83	102.51	59.32	52.48
PV1_012958	145.81	236.38	48.43	144.68	188.77	130.95	74.96	148.07	144.06	162.69
PV1_012959	12.15	42.98	43.58	0.00	12.58	53.92	32.12	0.00	16.95	10.50
PV1_012960	36.45	21.49	14.53	20.67	37.75	38.52	21.42	51.26	33.90	26.24
PV1_012961	109.36	85.95	48.43	103.34	88.09	73.18	74.96	142.38	144.06	110.21
PV1_012962	0.00	0.00	14.53	0.00	12.58	26.96	10.71	0.00	16.95	0.00
PV1_012963	60.76	42.98	19.37	62.00	37.75	34.66	32.12	22.78	93.21	20.99
PV1_012964	145.81	107.44	135.59	268.68	132.14	134.80	214.16	227.80	127.11	241.40
PV1_012965	0.00	0.00	43.58	0.00	6.29	57.77	32.12	0.00	8.47	0.00
PV1_012966	36.45	64.47	53.27	82.67	106.97	84.73	21.42	51.26	42.37	115.45
PV1_012967	0.00	64.47	130.75	20.67	12.58	57.77	74.96	22.78	0.00	5.25
PV1_012968	48.60	0.00	9.69	0.00	18.88	38.52	42.83	11.39	8.47	0.00
PV1_012969	0.00	0.00	0.00	0.00	6.29	0.00	0.00	0.00	0.00	0.00
PV1_012970	60.76	107.44	53.27	20.67	56.63	88.59	32.12	56.95	8.47	78.72
PV1_012971	0.00	0.00	9.69	0.00	0.00	3.85	0.00	5.70	8.47	31.49
PV1_012972	24.30	0.00	82.32	41.34	25.17	73.18	42.83	28.48	8.47	10.50
PV1_012973	0.00	0.00	19.37	20.67	0.00	26.96	10.71	5.70	0.00	0.00
PV1_012974	48.60	85.95	29.06	124.01	37.75	34.66	21.42	125.29	67.79	146.94
PV1_012975	85.06	0.00	67.80	206.68	50.34	73.18	107.08	45.56	50.84	47.23
PV1_012976	0.00	0.00	24.21	0.00	0.00	26.96	10.71	5.70	16.95	0.00
PV1_012977	12.15	21.49	58.11	0.00	37.75	34.66	42.83	22.78	42.37	31.49
PV1_012978	0.00	0.00	406.78	0.00	0.00	38.52	417.62	5.70	25.42	0.00
PV1_012979	0.00	0.00	9.69	0.00	0.00	50.07	10.71	5.70	8.47	5.25
PV1_012980	60.76	42.98	72.64	62.00	81.80	77.03	85.67	108.21	110.16	194.17
PV1_012981	72.91	85.95	106.54	82.67	100.68	69.33	128.50	85.43	186.43	141.69
PV1_012982	121.51	128.93	125.91	41.34	88.09	19.26	85.67	142.38	110.16	136.45
PV1_012983	60.76	64.47	154.96	186.01	81.80	77.03	85.67	148.07	93.21	15.74
PV1_012984	133.66	85.95	140.44	82.67	69.21	42.37	192.75	85.43	118.64	78.72
PV1_012985	48.60	42.98	9.69	165.34	6.29	46.22	53.54	11.39	25.42	0.00
PV1_012986	0.00	0.00	9.69	20.67	0.00	0.00	0.00	0.00	0.00	0.00
PV1_012987	109.36	128.93	101.69	103.34	125.84	88.59	160.62	91.12	84.74	115.45
PV1_012988	340.23	150.42	135.59	103.34	113.26	100.14	267.70	130.99	169.48	131.20
PV1_012989	12.15	0.00	29.06	0.00	12.58	26.96	21.42	22.78	25.42	10.50
PV1_012990	182.27	107.44	72.64	62.00	138.43	92.44	53.54	222.11	161.00	288.64
PV1_012991	97.21	128.93	62.95	0.00	100.68	65.48	32.12	136.68	25.42	89.21
PV1_012992	352.38	193.40	125.91	186.01	207.64	177.17	246.29	233.50	237.27	152.19
PV1_012993	12.15	0.00	48.43	41.34	18.88	46.22	21.42	11.39	0.00	15.74
PV1_012994	48.60	64.47	121.07	41.34	44.05	115.55	42.83	45.56	42.37	0.00
PV1_012995	48.60	21.49	19.37	0.00	0.00	15.41	10.71	34.17	50.84	26.24
PV1_012996	0.00	0.00	24.21	0.00	0.00	11.55	21.42	0.00	8.47	0.00
PV1_012997	24.30	0.00	43.58	0.00	12.58	88.59	32.12	5.70	25.42	0.00
PV1_012998	24.30	0.00	9.69	20.67	12.58	0.00	0.00	17.09	33.90	31.49
PV1_012999	48.60	21.49	19.37	82.67	31.46	46.22	32.12	28.48	16.95	62.97
PV1_013000	121.51	64.47	29.06	82.67	50.34	38.52	32.12	165.16	135.58	83.97
PV1_013001	121.51	128.93	111.38	20.67	106.97	57.77	42.83	79.73	76.27	73.47
PV1_013002	0.00	21.49	33.90	41.34	12.58	42.37	0.00	17.09	16.95	26.24
PV1_013003	194.42	300.84	130.75	186.01	182.47	173.32	331.95	284.75	305.06	204.67
PV1_013004	48.60	0.00	38.74	20.67	0.00	26.96	42.83	56.95	25.42	41.98
PV1_013005	72.91	21.49	33.90	41.34	56.63	23.11	53.54	74.04	67.79	36.74
PV1_013006	12.15	0.00	0.00	41.34	12.58	26.96	64.25	5.70	0.00	5.25
PV1_013007	24.30	21.49	19.37	62.00	62.92	38.52	21.42	113.90	59.32	94.46
PV1_013008	36.45	21.49	116.22	62.00	18.88	96.29	160.62	22.78	25.42	5.25
PV1_013009	194.42	150.42	154.96	206.68	251.69	123.25	224.87	113.90	161.00	220.41
PV1_013010	267.32	42.98	164.65	268.68	226.52	107.84	203.45	113.90	144.06	241.40
PV1_013011	109.36	64.47	58.11	82.67	50.34	34.66	64.25	74.04	101.69	52.48
PV1_013012	60.76	128.93	82.32	103.34	62.92	73.18	85.67	96.82	33.90	94.46
PV1_013013	72.91	150.42	72.64	124.01	75.51	80.88	107.08	216.41	169.48	178.43
PV1_013014	48.60	21.49	43.58	103.34	69.21	77.03	10.71	34.17	50.84	78.72
PV1_013015	24.30	0.00	67.80	82.67	62.92	107.84	64.25	68.34	25.42	47.23
PV1_013016	0.00	0.00	19.37	0.00	25.17	50.07	21.42	0.00	16.95	10.50
PV1_013017	0.00	21.49	4.84	0.00	0.00	19.26	10.71	17.09	8.47	0.00
PV1_013018	12.15	0.00	43.58	0.00	0.00	11.55	10.71	22.78	8.47	0.00
PV1_013019	400.99	150.42	169.49	248.02	113.26	161.76	203.45	341.70	186.43	257.15
PV1_013020	0.00	0.00	14.53	62.00	44.05	42.37	0.00	0.00	25.42	0.00
PV1_013021	206.57	128.93	106.54	248.02	257.98	150.21	171.33	148.07	245.74	230.91
PV1_013022	12.15	0.00	48.43	41.34	18.88	26.96	21.42	11.39	42.37	5.25
PV1_013023	48.60	42.98	96.85	41.34	62.92	57.77	117.79	45.56	42.37	89.21
PV1_013024	0.00	0.00	19.37	0.00	6.29	3.85	21.42	0.00	8.47	0.00
PV1_013025	0.00	0.00	24.21	0.00	0.00	30.81	0.00	0.00	8.47	0.00
PV1_013026	243.02	214.89	92.01	268.68	138.43	127.10	160.62	267.67	271.17	220.41
PV1_013027	24.30	0.00	62.95	62.00	37.75	19.26	53.54	17.09	59.32	10.50
PV1_013028	0.00	21.49	9.69	20.67	6.29	7.70	0.00	0.00	0.00	26.24
PV1_013029	12.15	0.00	4.84	0.00	50.34	26.96	10.71	51.26	118.64	125.95
PV1_013030	109.36	150.42	24.21	82.67	81.80	46.22	53.54	130.99	93.21	209.92
PV1_013031	36.45	42.98	38.74	82.67	18.88	61.62	21.42	85.43	8.47	5.25
PV1_013032	12.15	0.00	33.90	20.67	25.17	42.37	21.42	11.39	8.47	0.00
PV1_013033	12.15	42.98	19.37	62.00	25.17	46.22	53.54	0.00	8.47	20.99
PV1_013034	0.00	0.00	4.84	20.67	6.29	7.70	10.71	0.00	8.47	0.00
PV1_013035	0.00	0.00	19.37	0.00	0.00	3.85	0.00	0.00	0.00	15.74
PV1_013036	60.76	42.98	0.00	0.00	0.00	3.85	32.12	0.00	25.42	0.00
PV1_013037	12.15	0.00	67.80	0.00	18.88	100.14	53.54	11.39	25.42	20.99
PV1_013038	109.36	64.47	130.75	103.34	125.84	92.44	182.04	79.73	135.58	162.69
PV1_013039	230.87	214.89	125.91	144.68	151.01	146.36	289.12	187.94	220.32	188.92
PV1_013040	85.06	193.40	53.27	62.00	94.38	57.77	85.67	51.26	118.64	167.93
PV1_013041	12.15	21.49	24.21	20.67	25.17	23.11	21.42	17.09	50.84	5.25
PV1_013042	121.51	0.00	43.58	103.34	75.51	34.66	21.42	68.34	50.84	62.97
PV1_013043	0.00	150.42	9.69	0.00	106.97	42.37	0.00	22.78	0.00	0.00
PV1_013044	12.15	0.00	9.69	0.00	31.46	38.52	0.00	5.70	16.95	5.25
PV1_013045	0.00	42.98	14.53	20.67	18.88	38.52	42.83	28.48	8.47	0.00
PV1_013046	0.00	0.00	0.00	0.00	6.29	26.96	0.00	0.00	8.47	0.00
PV1_013047	12.15	0.00	24.21	20.67	31.46	69.33	74.96	45.56	16.95	36.74
PV1_013048	12.15	0.00	77.48	62.00	25.17	169.47	64.25	11.39	25.42	0.00
PV1_013049	388.84	343.82	150.12	248.02	220.23	146.36	171.33	176.55	220.32	330.62
PV1_013050	36.45	0.00	87.17	20.67	50.34	61.62	21.42	45.56	33.90	36.74
PV1_013051	0.00	0.00	77.48	20.67	0.00	0.00	32.12	11.39	8.47	0.00
PV1_013052	0.00	0.00	19.37	0.00	12.58	46.22	21.42	0.00	8.47	0.00
PV1_013053	182.27	85.95	116.22	227.35	169.89	119.40	117.79	130.99	220.32	251.90
PV1_013054	48.60	42.98	72.64	20.67	25.17	88.59	53.54	205.02	76.27	47.23
PV1_013055	12.15	42.98	9.69	0.00	0.00	11.55	0.00	5.70	0.00	0.00
PV1_013056	24.30	42.98	29.06	0.00	44.05	46.22	10.71	51.26	16.95	41.98
PV1_013057	12.15	42.98	58.11	103.34	94.38	100.14	74.96	79.73	25.42	20.99
PV1_013058	85.06	42.98	416.46	124.01	44.05	161.76	246.29	102.51	76.27	36.74
PV1_013059	121.51	42.98	38.74	186.01	132.14	73.18	149.91	148.07	152.53	251.90
PV1_013060	60.76	107.44	77.48	41.34	56.63	80.88	117.79	159.46	135.58	104.96
PV1_013061	72.91	64.47	101.69	41.34	50.34	61.62	117.79	96.82	59.32	73.47
PV1_013062	48.60	21.49	38.74	20.67	62.92	57.77	53.54	68.34	50.84	31.49
PV1_013063	48.60	128.93	72.64	124.01	62.92	57.77	85.67	102.51	101.69	152.19
PV1_013064	85.06	64.47	53.27	268.68	144.72	53.92	96.37	91.12	152.53	125.95
PV1_013065	48.60	21.49	4.84	41.34	31.46	69.33	21.42	22.78	16.95	10.50
PV1_013066	24.30	0.00	38.74	20.67	75.51	15.41	32.12	62.65	16.95	83.97
PV1_013067	0.00	0.00	29.06	0.00	25.17	50.07	10.71	5.70	16.95	0.00
PV1_013068	0.00	0.00	4.84	0.00	18.88	15.41	0.00	5.70	16.95	0.00
PV1_013069	24.30	42.98	33.90	0.00	18.88	38.52	21.42	39.87	25.42	94.46
PV1_013070	85.06	85.95	77.48	62.00	81.80	84.73	53.54	85.43	50.84	89.21
PV1_013071	24.30	85.95	29.06	62.00	12.58	30.81	0.00	34.17	33.90	10.50
PV1_013072	24.30	21.49	111.38	62.00	12.58	77.03	64.25	5.70	16.95	52.48
PV1_013073	182.27	193.40	58.11	144.68	88.09	96.29	96.37	216.41	169.48	314.87
PV1_013074	157.96	85.95	87.17	82.67	94.38	80.88	117.79	301.84	177.95	257.15
PV1_013075	48.60	42.98	24.21	62.00	6.29	19.26	32.12	51.26	50.84	73.47
PV1_013076	0.00	0.00	0.00	0.00	12.58	7.70	32.12	5.70	8.47	0.00
PV1_013077	36.45	42.98	92.01	62.00	88.09	57.77	171.33	56.95	101.69	110.21
PV1_013078	24.30	21.49	29.06	20.67	18.88	77.03	10.71	11.39	16.95	10.50
PV1_013079	0.00	21.49	24.21	20.67	18.88	23.11	10.71	11.39	0.00	20.99
PV1_013080	157.96	171.91	62.95	144.68	144.72	57.77	42.83	68.34	59.32	78.72
PV1_013081	97.21	85.95	116.22	62.00	50.34	119.40	117.79	130.99	84.74	136.45
PV1_013082	36.45	0.00	96.85	124.01	18.88	30.81	107.08	45.56	42.37	73.47
PV1_013083	24.30	21.49	0.00	0.00	6.29	15.41	0.00	5.70	25.42	5.25
PV1_013084	24.30	0.00	4.84	0.00	18.88	23.11	0.00	28.48	0.00	5.25
PV1_013085	48.60	64.47	87.17	62.00	106.97	84.73	32.12	39.87	84.74	52.48
PV1_013086	121.51	64.47	87.17	103.34	50.34	61.62	117.79	62.65	67.79	52.48
PV1_013087	206.57	85.95	130.75	330.69	113.26	65.48	192.75	96.82	127.11	173.18
PV1_013088	72.91	128.93	43.58	62.00	50.34	73.18	74.96	85.43	42.37	52.48
PV1_013089	0.00	0.00	19.37	0.00	25.17	30.81	10.71	34.17	25.42	5.25
PV1_013090	24.30	0.00	43.58	20.67	12.58	46.22	53.54	11.39	50.84	10.50
PV1_013091	0.00	21.49	9.69	82.67	0.00	11.55	0.00	0.00	8.47	0.00
PV1_013092	36.45	85.95	125.91	62.00	106.97	157.91	21.42	51.26	42.37	26.24
PV1_013093	24.30	21.49	48.43	20.67	31.46	46.22	42.83	45.56	33.90	78.72
PV1_013094	218.72	150.42	72.64	206.68	264.27	96.29	64.25	125.29	245.74	215.16
PV1_013095	36.45	64.47	67.80	41.34	25.17	42.37	42.83	22.78	33.90	0.00
PV1_013096	72.91	107.44	174.33	41.34	44.05	100.14	74.96	51.26	118.64	57.73
PV1_013097	85.06	21.49	19.37	62.00	25.17	26.96	53.54	62.65	42.37	52.48
PV1_013098	72.91	64.47	58.11	82.67	94.38	150.21	107.08	34.17	67.79	73.47
PV1_013099	60.76	85.95	24.21	82.67	81.80	26.96	32.12	74.04	76.27	125.95
PV1_013100	12.15	0.00	19.37	62.00	6.29	7.70	10.71	0.00	33.90	10.50
PV1_013101	36.45	21.49	96.85	20.67	37.75	65.48	21.42	28.48	8.47	15.74
PV1_013102	243.02	150.42	290.56	206.68	232.81	281.16	321.24	279.06	169.48	188.92
PV1_013103	48.60	0.00	29.06	20.67	18.88	73.18	32.12	17.09	50.84	0.00
PV1_013104	72.91	21.49	140.44	0.00	50.34	184.87	117.79	68.34	76.27	0.00
PV1_013105	0.00	0.00	48.43	0.00	12.58	65.48	42.83	0.00	25.42	0.00
PV1_013106	48.60	21.49	19.37	82.67	56.63	15.41	32.12	79.73	42.37	36.74
PV1_013107	182.27	343.82	164.65	248.02	371.24	154.06	299.83	347.40	245.74	199.42
PV1_013108	60.76	42.98	53.27	0.00	44.05	88.59	42.83	39.87	25.42	41.98
PV1_013109	36.45	0.00	29.06	0.00	12.58	134.80	42.83	39.87	16.95	0.00
PV1_013110	24.30	42.98	33.90	20.67	25.17	23.11	21.42	0.00	33.90	47.23
PV1_013111	12.15	42.98	9.69	0.00	0.00	23.11	0.00	11.39	42.37	15.74
PV1_013112	24.30	21.49	43.58	82.67	113.26	53.92	42.83	39.87	50.84	73.47
PV1_013113	194.42	150.42	77.48	124.01	144.72	61.62	128.50	153.77	118.64	162.69
PV1_013114	218.72	171.91	121.07	186.01	81.80	73.18	182.04	216.41	194.90	304.38
PV1_013115	36.45	42.98	48.43	0.00	44.05	50.07	42.83	45.56	67.79	57.73
PV1_013116	0.00	0.00	4.84	20.67	0.00	7.70	10.71	5.70	16.95	0.00
PV1_013117	12.15	0.00	19.37	20.67	37.75	42.37	21.42	11.39	42.37	47.23
PV1_013118	12.15	0.00	0.00	0.00	18.88	11.55	10.71	11.39	0.00	0.00
PV1_013119	0.00	21.49	29.06	0.00	25.17	38.52	10.71	5.70	0.00	20.99
PV1_013120	24.30	42.98	24.21	0.00	18.88	30.81	64.25	17.09	25.42	20.99
PV1_013121	60.76	21.49	77.48	103.34	69.21	65.48	85.67	56.95	76.27	110.21
PV1_013122	24.30	21.49	19.37	0.00	12.58	30.81	32.12	39.87	33.90	0.00
PV1_013123	12.15	64.47	9.69	82.67	18.88	30.81	10.71	34.17	16.95	10.50
PV1_013124	0.00	0.00	140.44	20.67	6.29	19.26	96.37	0.00	8.47	0.00
PV1_013125	60.76	0.00	140.44	62.00	18.88	84.73	85.67	68.34	67.79	41.98
PV1_013126	243.02	107.44	72.64	268.68	100.68	57.77	117.79	284.75	118.64	204.67
PV1_013127	24.30	0.00	24.21	20.67	18.88	42.37	0.00	34.17	16.95	47.23
PV1_013128	12.15	42.98	9.69	0.00	0.00	3.85	0.00	0.00	0.00	0.00
PV1_013129	97.21	64.47	38.74	0.00	88.09	57.77	10.71	96.82	67.79	83.97
PV1_013130	85.06	85.95	106.54	103.34	113.26	61.62	85.67	34.17	110.16	136.45
PV1_013131	36.45	150.42	300.24	41.34	31.46	161.76	182.04	11.39	59.32	5.25
PV1_013132	36.45	0.00	4.84	0.00	0.00	15.41	0.00	0.00	0.00	0.00
PV1_013133	498.20	408.29	266.34	351.36	371.24	285.01	449.74	415.74	508.44	346.36
PV1_013134	72.91	42.98	19.37	103.34	25.17	15.41	21.42	56.95	50.84	47.23
PV1_013135	97.21	107.44	38.74	82.67	94.38	65.48	42.83	108.21	93.21	215.16
PV1_013136	0.00	0.00	53.27	0.00	18.88	61.62	21.42	22.78	59.32	20.99
PV1_013137	0.00	0.00	4.84	0.00	6.29	15.41	0.00	5.70	16.95	0.00
PV1_013138	0.00	0.00	48.43	0.00	0.00	65.48	21.42	28.48	25.42	5.25
