Sequence name	HCV-I_PV1_Run3_B	HCV-H_PV1_Run3_B	HCV-J_PV1_Run3_A	JAS_PV1_Run10_A	HCV-H_PV1_Run3_A	HCV-I_PV1_Run3_A	HCV-J_PV1_Run3_B	SB_PV1_Run3_A	JAS_PV1_Run10_B	SB_PV1_Run3_B
PV1_003799	-0.15	2.01	-0.21	-0.52	-0.12	-0.10	-0.75	-0.47	1.37	0.47
PV1_003800	inf	nan	inf	inf	inf	inf	inf	nan	nan	nan
PV1_003801	1.27	1.00	-0.55	0.93	0.17	0.80	-1.00	-0.47	-0.21	0.47
PV1_003802	-1.00	-1.00	-0.09	-1.00	-0.53	-0.57	1.01	-0.57	0.27	0.57
PV1_003803	0.02	-0.17	-0.53	-0.20	0.38	-0.25	-0.72	-0.15	0.04	0.15
PV1_003804	-1.00	-1.00	-0.57	2.70	0.13	-1.00	-1.00	0.53	0.52	-0.53
PV1_003805	-0.55	-0.75	-0.76	-0.53	-0.46	-0.75	-0.94	0.01	-0.49	-0.01
PV1_003806	nan	nan	nan	nan	nan	nan	nan	nan	inf	nan
PV1_003807	-1.00	-1.00	-1.00	-1.00	0.47	1.25	-1.00	1.00	2.97	-1.00
PV1_003808	-0.27	-1.00	0.45	0.24	0.13	-0.07	-1.00	0.37	1.55	-0.37
PV1_003809	-1.00	-1.00	8.28	-1.00	1.32	4.96	6.10	-0.16	-0.38	0.16
PV1_003810	0.31	-0.03	-0.74	-0.26	-0.21	-0.34	-0.13	-0.18	0.07	0.18
PV1_003811	inf	nan	inf	nan	inf	inf	nan	nan	inf	nan
PV1_003812	-0.76	-0.57	-0.32	0.65	0.38	-0.15	-0.14	-0.26	0.27	0.26
PV1_003813	0.20	0.14	-0.50	-0.49	-0.24	-0.47	-0.77	-0.09	-0.22	0.09
PV1_003814	0.03	-0.60	-0.68	-0.22	-0.17	-0.49	-0.55	-0.28	-0.40	0.28
PV1_003815	0.69	0.87	-0.41	-0.64	0.42	-0.13	-0.07	0.09	1.06	-0.09
PV1_003816	0.21	-0.64	-0.36	0.37	-0.06	-0.42	0.60	0.04	0.83	-0.04
PV1_003817	-1.00	3.10	1.31	0.97	0.20	0.10	-1.00	-1.00	-0.19	1.00
PV1_003818	0.52	-0.66	-0.39	1.26	0.48	-0.16	-0.16	0.43	0.19	-0.43
PV1_003819	-0.03	-1.00	0.29	0.66	-0.50	-0.28	1.00	-0.54	-0.32	0.54
PV1_003820	1.13	-1.00	1.55	-1.00	0.10	3.73	6.52	1.00	1.98	-1.00
PV1_003821	5.66	-1.00	7.85	6.55	2.45	11.66	0.96	0.04	5.19	-0.04
PV1_003822	-0.76	-0.57	0.17	-0.17	0.14	0.16	-0.14	0.26	-0.49	-0.26
PV1_003823	nan	nan	inf	nan	inf	inf	inf	nan	inf	nan
PV1_003824	-0.44	-0.29	-0.71	-0.59	-0.34	-0.39	-0.72	0.27	-0.55	-0.27
PV1_003825	-1.00	0.10	0.24	-1.00	0.29	-0.21	0.10	0.46	-0.57	-0.46
PV1_003826	-0.15	1.51	-0.44	-0.04	-0.56	-0.19	-0.75	-0.47	-0.41	0.47
PV1_003827	nan	nan	inf	nan	inf	inf	inf	nan	inf	nan
PV1_003828	-1.00	-1.00	18.69	-1.00	4.60	5.36	4.44	-1.00	-1.00	1.00
PV1_003829	-0.41	0.04	0.17	-0.67	-0.29	0.98	0.03	-0.27	-0.73	0.27
PV1_003830	-0.66	-0.40	-0.36	-0.71	-0.69	-0.47	0.19	-0.13	-0.41	0.13
PV1_003831	nan	nan	inf	nan	inf	inf	inf	nan	nan	nan
PV1_003832	-0.37	1.00	-0.10	0.71	1.60	-0.09	0.33	-0.35	-0.13	0.35
PV1_003833	-0.02	0.39	-0.57	-0.83	-0.49	-0.19	0.38	0.75	-0.45	-0.75
PV1_003834	-1.00	-1.00	-0.17	-0.29	-0.78	0.85	-1.00	-0.80	-0.13	0.80
PV1_003835	nan	nan	inf	nan	inf	inf	nan	nan	inf	nan
PV1_003836	-0.44	-0.02	2.76	-0.06	1.01	0.94	3.89	0.04	1.32	-0.04
PV1_003837	1.44	-1.00	1.16	-0.08	-0.30	1.23	0.19	0.65	-0.06	-0.65
PV1_003838	-0.69	-0.45	-0.53	-0.73	-0.68	-0.73	-0.52	0.02	-0.13	-0.02
PV1_003839	0.19	-0.16	0.58	-0.46	-0.22	0.03	0.74	0.08	-0.12	-0.08
PV1_003840	-1.00	0.33	0.05	-0.36	-0.61	-0.17	-0.67	-0.30	-1.00	0.30
PV1_003841	inf	inf	inf	nan	inf	inf	inf	nan	nan	nan
PV1_003842	0.46	1.58	0.45	0.24	-0.24	-0.31	-0.36	0.37	1.55	-0.37
PV1_003843	-0.49	0.38	-0.16	-0.53	-0.52	-0.31	-0.43	0.42	-0.39	-0.42
PV1_003844	-0.66	-0.39	-0.31	-0.41	-0.64	-0.23	-1.00	-0.19	0.92	0.19
PV1_003845	-1.00	-1.00	2.54	0.12	-0.83	0.56	1.90	-0.85	0.15	0.85
PV1_003846	-0.64	0.27	-0.86	0.07	-0.63	-0.55	-0.53	0.30	-0.50	-0.30
PV1_003847	1.71	-0.73	-0.04	1.31	0.02	-0.47	-0.34	0.41	-0.05	-0.41
PV1_003848	-0.53	0.10	-0.71	-0.30	-0.49	-0.61	-0.73	-0.30	-0.49	0.30
PV1_003849	-0.65	1.47	4.85	0.19	0.45	5.64	0.54	-0.51	0.95	0.51
PV1_003850	5.94	3.09	3.61	30.49	1.40	1.94	11.24	-1.00	15.14	1.00
PV1_003851	1.40	0.21	1.46	-0.42	0.60	0.63	0.81	-0.04	0.43	0.04
PV1_003852	-0.26	0.44	-0.67	0.14	-0.46	-0.46	-0.54	-0.03	-0.64	0.03
PV1_003853	-0.27	-1.00	0.46	-1.00	-0.62	0.74	0.93	0.37	0.27	-0.37
PV1_003854	-0.12	-0.56	-0.82	-0.79	-0.40	-0.66	-0.34	-0.06	-0.16	0.06
PV1_003855	1.13	2.77	13.45	-1.00	-1.00	0.35	4.64	1.00	1.98	-1.00
PV1_003856	-0.67	-0.61	-0.76	-0.53	-0.76	-0.85	-0.56	0.07	-0.67	-0.07
PV1_003857	0.00	-0.56	-0.45	-0.36	-0.35	-0.72	-0.45	-0.30	-0.83	0.30
PV1_003858	-1.00	-0.45	-0.75	-1.00	-0.20	-0.02	-0.18	0.60	0.30	-0.60
PV1_003859	0.88	0.33	1.54	0.28	1.53	0.78	0.98	-0.30	0.05	0.30
PV1_003860	-0.59	-0.52	0.40	-0.31	-0.30	-0.36	-0.29	-0.05	0.51	0.05
PV1_003861	-0.04	-0.32	-0.77	-0.13	0.06	-0.56	-0.55	0.28	-0.20	-0.28
PV1_003862	0.12	0.98	-0.11	1.54	0.54	0.06	-0.02	-0.13	0.82	0.13
PV1_003863	-0.58	1.05	-0.20	-0.28	-0.13	-0.23	-0.54	0.18	-0.71	-0.18
PV1_003864	-0.24	0.08	-0.82	-0.48	-1.00	-0.71	-0.60	0.08	-0.36	-0.08
PV1_003865	-0.05	-0.52	-0.46	-0.07	0.20	0.21	-0.64	0.53	0.42	-0.53
PV1_003866	-1.00	-1.00	4.20	0.85	4.07	3.83	-0.04	0.53	0.52	-0.53
PV1_003867	0.28	-0.43	3.86	0.09	-0.34	2.05	1.26	-0.25	0.57	0.25
PV1_003868	nan	nan	inf	inf	nan	inf	nan	nan	inf	nan
PV1_003869	-0.21	-1.00	-0.06	-0.67	0.32	-0.31	0.39	0.66	0.65	-0.66
PV1_003870	1.22	-1.00	4.61	-1.00	3.22	6.04	2.26	0.04	0.55	-0.04
PV1_003871	-0.50	-0.12	-0.67	-0.29	-0.44	-0.45	-0.56	-0.18	-0.07	0.18
PV1_003872	inf	nan	inf	nan	inf	inf	inf	nan	inf	nan
PV1_003873	-0.39	0.08	0.94	-1.00	1.84	2.28	1.15	1.00	-0.58	-1.00
PV1_003874	inf	nan	inf	nan	inf	inf	inf	nan	inf	nan
PV1_003875	nan	inf	inf	nan	inf	inf	nan	nan	inf	nan
PV1_003876	nan	nan	inf	nan	nan	inf	inf	nan	nan	nan
PV1_003877	3.27	2.77	27.06	-1.00	4.52	13.20	10.28	1.00	6.44	-1.00
PV1_003878	-1.00	-0.28	4.86	0.39	-0.15	3.66	1.88	-0.23	-0.43	0.23
PV1_003879	3.26	21.62	26.19	-1.00	12.25	20.62	6.52	1.00	13.87	-1.00
PV1_003880	-0.45	-0.39	-0.31	0.29	-0.46	-0.17	-0.33	-0.19	-0.37	0.19
PV1_003881	-0.53	-0.52	-0.59	-0.54	-0.51	-0.48	-0.46	-0.14	-0.48	0.14
PV1_003882	-1.00	-0.67	-0.71	-0.37	-0.05	-0.53	-0.51	0.12	0.29	-0.12
PV1_003883	-1.00	-1.00	-0.88	-1.00	-0.85	-0.44	-1.00	-0.03	-0.38	0.03
PV1_003884	-1.00	-1.00	16.01	6.26	5.63	11.85	4.64	1.00	-1.00	-1.00
PV1_003885	0.76	-0.02	-0.44	-0.40	0.07	-0.47	0.06	0.13	-0.09	-0.13
PV1_003886	1.32	5.14	7.31	0.97	0.80	12.58	1.04	-1.00	3.04	1.00
PV1_003887	0.15	0.27	-0.66	0.47	-0.33	-0.59	0.27	-0.06	-0.60	0.06
PV1_003888	inf	nan	inf	inf	inf	inf	inf	nan	inf	nan
PV1_003889	0.47	-0.68	0.75	-0.07	-0.05	-0.07	1.26	0.29	0.28	-0.29
PV1_003890	0.01	0.79	1.01	-0.14	0.05	2.84	1.67	-0.53	-1.00	0.53
PV1_003891	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PV1_003892	-1.00	-1.00	-0.08	-1.00	-0.40	-0.63	-1.00	-1.00	0.62	1.00
PV1_003893	-1.00	-1.00	1.77	2.94	-1.00	-0.63	2.06	-1.00	0.62	1.00
PV1_003894	-0.38	-0.34	-0.61	-0.58	-0.42	-0.53	-0.24	-0.71	-0.40	0.71
PV1_003895	-0.02	-0.04	0.21	-0.26	0.13	-0.21	-0.33	-0.08	-0.09	0.08
PV1_003896	-1.00	-1.00	-1.00	2.63	-1.00	1.71	-1.00	1.00	-1.00	-1.00
PV1_003897	nan	nan	inf	inf	inf	inf	nan	nan	nan	nan
PV1_003898	-1.00	-1.00	-0.15	-1.00	-1.00	0.35	0.88	1.00	3.46	-1.00
PV1_003899	-1.00	-1.00	1.26	4.78	-0.41	-0.28	2.00	-0.47	0.58	0.47
PV1_003900	-1.00	-1.00	10.07	-1.00	-1.00	4.87	3.08	-1.00	-1.00	1.00
PV1_003901	0.52	-0.43	-0.71	-0.32	-0.54	-0.31	-0.36	-0.21	-0.33	0.21
PV1_003902	0.17	0.04	-0.61	-0.33	-0.09	-0.32	-0.31	-0.27	-0.05	0.27
PV1_003903	-1.00	-1.00	-0.08	-1.00	-1.00	0.71	-1.00	-1.00	3.31	1.00
PV1_003904	0.14	-0.40	-0.23	-0.23	-0.59	-0.35	0.10	0.12	0.03	-0.12
PV1_003905	-0.13	0.03	-0.31	0.48	-0.25	0.01	0.28	0.50	0.42	-0.50
PV1_003906	-0.66	-0.40	-0.83	-0.13	0.32	-0.79	-0.10	-0.24	0.12	0.24
PV1_003907	-0.41	-0.70	-0.16	-0.71	-0.70	-0.76	-0.41	0.02	-0.47	-0.02
PV1_003908	-0.12	0.56	2.86	-1.00	1.28	2.07	2.88	0.24	0.84	-0.24
PV1_003909	0.86	-1.00	-0.26	-0.37	0.16	-0.29	-0.67	-0.13	-1.00	0.13
PV1_003910	0.12	-0.63	-0.50	-0.17	-0.53	-0.49	-0.38	-0.15	-0.22	0.15
PV1_003911	0.16	-1.00	7.31	-1.00	0.80	7.81	4.10	-1.00	2.23	1.00
PV1_003912	0.26	-0.26	-0.42	0.07	0.95	0.53	-0.26	0.28	-0.56	-0.28
PV1_003913	0.04	-0.01	-0.52	-0.05	0.12	-0.39	-0.44	-0.17	-0.05	0.17
PV1_003914	-1.00	-1.00	0.52	-1.00	0.13	2.62	0.92	0.53	1.28	-0.53
PV1_003915	-0.11	-1.00	-0.65	-0.39	0.11	-0.32	-0.69	0.00	-0.13	-0.00
PV1_003916	0.34	-0.09	-0.63	-0.30	-0.25	-0.48	0.09	0.11	-0.43	-0.11
PV1_003917	-0.03	0.15	0.68	-0.45	-0.50	-0.59	0.43	-0.54	0.13	0.54
PV1_003918	-0.84	-0.45	-0.72	-0.20	-0.43	-0.53	-0.79	-0.12	-0.40	0.12
PV1_003919	0.02	-0.48	-0.61	-0.26	-0.62	-0.46	-0.06	0.12	0.02	-0.12
PV1_003920	-1.00	-1.00	5.46	-1.00	2.60	5.60	-1.00	-1.00	2.23	1.00
PV1_003921	-0.60	1.80	-0.37	-1.00	-0.59	0.01	-0.65	0.49	0.38	-0.49
PV1_003922	-0.05	-0.16	-0.69	-0.20	-0.10	-0.60	-0.58	0.18	0.43	-0.18
PV1_003923	3.26	-1.00	12.59	-1.00	1.21	11.16	2.76	1.00	-1.00	-1.00
PV1_003924	-0.44	-0.72	-0.84	-0.19	-0.67	-0.75	-0.44	-0.10	-0.22	0.10
PV1_003925	-1.00	-1.00	0.13	-1.00	0.47	5.76	0.25	1.00	-1.00	-1.00
PV1_003926	nan	inf	inf	inf	inf	inf	inf	nan	inf	nan
PV1_003927	-0.20	1.12	4.41	0.36	1.27	1.40	3.93	0.31	0.39	-0.31
PV1_003928	1.31	-1.00	2.69	-1.00	0.20	4.87	1.04	-1.00	2.23	1.00
PV1_003929	0.39	1.15	-0.17	-0.41	-0.46	-0.67	0.23	0.55	-0.03	-0.55
PV1_003930	nan	nan	inf	nan	inf	inf	nan	nan	inf	nan
PV1_003931	0.42	0.19	-0.61	-0.36	-0.54	-0.53	-0.28	-0.19	0.25	0.19
PV1_003932	nan	nan	inf	nan	inf	inf	inf	nan	inf	nan
PV1_003933	0.33	0.65	-0.52	-0.55	-0.59	-0.32	-0.18	0.31	-0.54	-0.31
PV1_003934	0.27	0.87	0.01	0.80	1.95	0.67	0.30	0.09	0.62	-0.09
PV1_003935	-0.60	-0.65	0.03	-0.66	-0.28	-0.12	-0.47	-0.72	-0.44	0.72
PV1_003936	-0.15	-1.00	19.06	0.45	3.86	6.30	11.78	1.00	2.57	-1.00
PV1_003937	-0.63	-1.00	-0.93	-1.00	-0.33	-0.59	-0.68	0.21	-0.10	-0.21
PV1_003938	1.13	-1.00	0.70	-1.00	-1.00	1.03	2.76	1.00	1.98	-1.00
PV1_003939	0.08	-0.19	-0.32	0.06	-0.14	-0.61	-0.01	-0.20	-0.22	0.20
PV1_003940	0.14	-0.58	-0.11	-0.03	-0.51	-0.43	0.21	-0.04	-0.11	0.04
PV1_003941	0.24	-0.12	1.28	0.69	-0.03	0.10	0.64	0.52	1.26	-0.52
PV1_003942	-1.00	-1.00	14.29	6.25	1.21	17.92	14.03	1.00	-1.00	-1.00
PV1_003943	-1.00	6.54	0.70	6.25	-1.00	4.41	2.76	1.00	-1.00	-1.00
PV1_003944	-1.00	0.26	1.55	1.42	0.84	4.19	-1.00	1.00	-0.50	-1.00
PV1_003945	nan	nan	inf	nan	inf	inf	inf	nan	inf	nan
PV1_003946	0.24	-0.37	-0.65	-1.00	-0.82	-0.66	-0.37	0.08	-0.13	-0.08
PV1_003947	1.20	3.37	-0.23	-0.07	-0.29	0.22	0.70	0.29	0.34	-0.29
PV1_003948	-0.08	0.63	1.57	0.56	1.22	1.33	-1.00	0.87	-0.36	-0.87
PV1_003949	7.53	21.62	4.10	13.51	12.25	4.41	-1.00	1.00	1.97	-1.00
PV1_003950	1.31	3.09	1.77	2.94	1.40	6.34	-1.00	-1.00	2.23	1.00
PV1_003951	inf	nan	inf	nan	inf	inf	nan	nan	inf	nan
PV1_003952	nan	inf	nan	nan	nan	inf	nan	nan	nan	nan
PV1_003953	-0.35	-0.62	-0.87	-0.63	-0.44	-0.90	-0.52	0.07	-0.09	-0.07
PV1_003954	1.72	0.37	-0.77	-1.00	0.81	-0.45	0.03	-0.09	0.76	0.09
PV1_003955	0.22	0.43	0.13	1.76	-0.16	0.41	-1.00	-0.05	0.70	0.05
PV1_003956	0.46	-1.00	53.13	6.45	2.03	9.65	33.75	0.37	0.02	-0.37
PV1_003957	0.69	0.28	-0.23	0.64	0.46	-0.11	-0.29	-0.32	0.85	0.32
PV1_003958	-0.44	-0.01	0.34	3.77	-0.13	0.60	1.47	-0.21	-1.00	0.21
PV1_003959	-0.72	-1.00	-0.45	-0.53	-0.86	-0.21	-0.76	0.16	-0.81	-0.16
PV1_003960	-1.00	-1.00	1.27	1.42	1.95	4.41	2.76	1.00	0.98	-1.00
PV1_003961	0.39	-0.30	0.03	0.69	-0.38	1.08	1.11	-0.72	0.25	0.72
PV1_003962	-0.02	-1.00	0.17	-1.00	0.53	0.71	-0.13	0.15	0.37	-0.15
PV1_003963	-0.48	-0.39	-0.52	-0.26	0.35	0.02	-0.16	-0.35	0.03	0.35
PV1_003964	2.61	0.60	-0.28	1.30	0.64	-0.43	0.19	-0.37	0.89	0.37
PV1_003965	inf	nan	inf	inf	inf	inf	inf	nan	inf	nan
PV1_003966	-0.01	-1.00	0.19	-1.00	0.54	0.41	0.31	-0.07	0.04	0.07
PV1_003967	-0.20	-0.36	-0.55	-0.17	-0.32	-0.58	0.09	0.18	-0.00	-0.18
PV1_003968	0.05	0.57	-0.29	-0.18	-0.62	-0.67	-0.22	-0.36	-0.10	0.36
PV1_003969	-0.52	-1.00	-0.55	0.36	-0.42	-0.34	-0.16	-0.10	0.34	0.10
PV1_003970	0.35	-0.63	-0.71	-0.65	-0.62	-0.57	0.10	-0.08	-0.20	0.08
PV1_003971	-0.11	-0.14	-0.23	0.07	-0.29	-0.69	-0.27	-0.30	-0.30	0.30
PV1_003972	-0.62	-0.44	-0.77	-0.24	-0.54	-0.58	-0.83	0.01	-0.56	-0.01
PV1_003973	-0.54	0.22	0.10	1.35	-0.17	0.82	-0.39	0.40	0.12	-0.40
PV1_003974	1.79	1.69	-0.60	30.49	2.15	49.01	1.01	-0.64	13.50	0.64
PV1_003975	1.84	6.54	-0.43	-1.00	3.42	6.66	0.25	1.00	-0.01	-1.00
PV1_003976	3.27	-1.00	5.80	1.42	1.21	7.11	2.76	1.00	1.97	-1.00
PV1_003977	3.63	72.68	56.19	22.62	150.01	13.67	35.71	-1.00	21.60	1.00
PV1_003978	inf	inf	inf	nan	nan	inf	inf	nan	inf	nan
PV1_003979	-0.15	-1.00	-0.66	-1.00	1.65	1.98	-0.25	1.00	-0.41	-1.00
PV1_003980	0.48	0.31	0.03	2.15	0.53	1.46	1.94	0.04	-0.23	-0.04
PV1_003981	-0.56	-1.00	0.57	-0.63	-0.66	0.73	0.35	0.43	-0.39	-0.43
PV1_003982	-0.26	0.31	-0.11	-1.00	-0.62	0.17	-1.00	0.04	0.03	-0.04
PV1_003983	53.04	4.46	2.08	69.91	8.59	70.94	3.08	-1.00	34.53	1.00
PV1_003984	inf	nan	inf	nan	nan	inf	inf	nan	inf	nan
PV1_003985	-0.66	0.81	-0.59	-1.00	-0.12	-0.35	-0.40	0.12	-0.05	-0.12
PV1_003986	-0.29	-0.37	1.62	-0.70	0.29	1.76	1.51	0.00	-0.01	-0.00
PV1_003987	5.40	-1.00	11.76	6.26	0.10	8.47	12.16	1.00	1.98	-1.00
PV1_003988	7.53	-1.00	-1.00	-1.00	-1.00	3.05	2.76	1.00	-1.00	-1.00
PV1_003989	-0.36	-1.00	-0.49	0.09	-1.00	-0.39	-0.15	-0.25	0.79	0.25
PV1_003990	nan	nan	inf	nan	inf	inf	nan	nan	inf	nan
PV1_003991	nan	nan	inf	nan	nan	inf	nan	nan	inf	nan
PV1_003992	0.21	1.13	4.29	-0.32	0.25	2.19	2.55	0.13	0.40	-0.13
PV1_003993	0.45	0.02	0.15	-0.02	0.50	-0.18	0.27	0.63	0.61	-0.63
PV1_003994	nan	nan	inf	nan	nan	nan	nan	nan	nan	nan
PV1_003995	0.14	0.10	-0.21	-0.12	-0.46	0.15	0.92	-0.08	0.09	0.08
PV1_003996	5.40	6.55	25.36	2.63	0.10	6.44	17.80	1.00	6.44	-1.00
PV1_003997	0.54	-0.77	0.69	-0.13	-0.40	0.10	1.49	-0.28	-0.55	0.28
PV1_003998	-1.00	-1.00	4.10	-1.00	1.21	12.52	6.52	1.00	16.84	-1.00
PV1_003999	3.63	-1.00	4.54	-1.00	1.40	3.40	7.16	-1.00	2.23	1.00
PV1_004000	0.85	-1.00	-0.02	1.10	0.92	-0.41	-0.46	0.73	0.29	-0.73
PV1_004001	-0.19	-0.11	-0.55	-0.57	-0.48	-0.46	0.10	-0.00	0.05	0.00
PV1_004002	-1.00	-0.01	-0.55	-1.00	-1.00	-0.47	-1.00	-0.21	-1.00	0.21
PV1_004003	1.42	0.56	2.69	1.25	-0.43	0.33	3.08	0.24	0.69	-0.24
PV1_004004	0.10	-0.82	-0.25	-0.32	0.03	-0.21	-0.56	-0.21	-0.10	0.21
PV1_004005	-0.21	-0.16	-0.05	-0.46	0.31	0.56	-0.58	0.04	-0.00	-0.04
PV1_004006	-0.13	0.22	-0.59	0.18	0.08	-0.62	-0.85	-0.27	0.33	0.27
PV1_004007	0.68	-1.00	-0.33	5.68	0.45	-0.64	-0.01	-0.21	0.56	0.21
PV1_004008	1.00	-0.12	0.79	-0.15	-0.48	0.43	0.32	-0.30	0.05	0.30
PV1_004009	-0.45	-0.80	-0.56	0.70	-0.14	-0.54	-0.51	0.09	-0.30	-0.09
PV1_004010	5.66	-1.00	6.96	-1.00	-1.00	3.22	2.91	0.04	3.64	-0.04
PV1_004011	-0.53	-0.33	-0.44	-1.00	-0.76	-0.16	-0.33	0.06	-0.60	-0.06
PV1_004012	inf	nan	inf	nan	inf	inf	inf	nan	inf	nan
PV1_004013	-1.00	-1.00	-0.75	-1.00	-0.51	-0.70	-0.44	0.18	-0.34	-0.18
PV1_004014	nan	inf	inf	nan	inf	inf	nan	nan	inf	nan
PV1_004015	1.02	-0.41	0.61	0.72	1.61	-0.15	-0.70	0.42	1.58	-0.42
PV1_004016	0.73	-0.49	-0.08	0.47	0.80	-0.45	0.53	0.63	0.21	-0.63
PV1_004017	-0.02	0.15	-0.74	-0.17	-0.49	-0.85	-0.93	-0.12	-0.43	0.12
PV1_004018	-0.72	-0.51	-0.67	-0.06	0.01	-0.47	-0.27	0.04	0.74	-0.04
PV1_004019	nan	nan	nan	nan	nan	inf	inf	nan	inf	nan
PV1_004020	-0.51	0.74	-0.31	-1.00	-0.49	0.48	-0.78	0.15	-0.49	-0.15
PV1_004021	nan	nan	inf	nan	nan	inf	nan	nan	nan	nan
PV1_004022	0.42	-1.00	0.13	1.42	-0.26	1.25	1.51	1.00	-1.00	-1.00
PV1_004023	-1.00	-0.13	3.89	0.67	-0.49	1.02	1.60	0.15	1.06	-0.15
PV1_004024	0.11	-1.00	-0.11	0.89	0.15	2.17	-0.02	0.04	1.32	-0.04
PV1_004025	nan	inf	inf	nan	nan	inf	inf	nan	inf	nan
PV1_004026	-0.26	1.62	51.81	-1.00	0.92	2.28	33.57	0.04	5.71	-0.04
PV1_004027	8.26	23.56	10.07	6.87	8.59	21.01	7.16	-1.00	15.14	1.00
PV1_004028	0.52	-1.00	-0.70	-1.00	-0.21	-0.52	-0.33	-0.64	0.59	0.64
PV1_004029	nan	nan	inf	inf	inf	inf	nan	nan	nan	nan
PV1_004030	0.42	-1.00	5.23	8.67	1.21	7.11	7.77	1.00	2.97	-1.00
PV1_004031	-0.06	0.04	-0.39	0.60	0.04	-0.85	-0.38	-0.12	-0.34	0.12
PV1_004032	0.25	0.20	7.22	0.54	0.35	1.01	3.79	0.17	0.03	-0.17
PV1_004033	-0.61	-1.00	1.16	-1.00	-0.60	-0.26	-0.32	1.00	-0.73	-1.00
PV1_004034	-1.00	-1.00	-0.15	-1.00	-1.00	-1.00	-0.06	1.00	-0.26	-1.00
PV1_004035	-0.54	-1.00	1.54	0.94	-0.41	0.52	0.40	-0.57	-0.36	0.57
PV1_004036	inf	inf	inf	nan	inf	inf	inf	nan	inf	nan
PV1_004037	inf	inf	inf	inf	inf	inf	inf	nan	nan	nan
PV1_004038	0.40	-0.38	0.81	0.78	0.63	0.66	0.54	-0.51	0.22	0.51
PV1_004039	-0.68	-0.71	-0.61	0.10	-0.25	-0.74	-0.86	-0.47	0.24	0.47
PV1_004040	0.76	-1.00	2.16	2.00	-0.54	0.68	-1.00	0.24	0.84	-0.24
PV1_004041	-0.42	-0.10	-0.22	-0.01	-0.14	-0.49	-0.55	-0.25	-0.14	0.25
PV1_004042	nan	nan	inf	nan	inf	inf	inf	nan	nan	nan
PV1_004043	-1.00	-1.00	4.95	-1.00	0.10	1.71	4.64	1.00	1.98	-1.00
PV1_004044	-0.13	-1.00	-0.45	0.18	-0.46	-0.40	0.52	-0.27	-0.40	0.27
PV1_004045	-0.31	-0.71	-0.74	-0.79	-0.54	-0.58	-0.82	0.14	-0.72	-0.14
PV1_004046	0.13	-1.00	-0.10	-0.36	-0.22	-0.28	-0.67	-0.47	-0.47	0.47
PV1_004047	-1.00	-1.00	-0.39	-1.00	-0.20	1.45	0.36	-1.00	0.08	1.00
PV1_004048	-0.49	-0.55	-0.45	0.94	-0.67	-0.68	-0.44	0.13	-0.56	-0.13
PV1_004049	0.50	0.11	-0.24	0.06	-0.42	0.14	0.35	0.17	0.09	-0.17
PV1_004050	inf	nan	nan	nan	nan	inf	inf	nan	inf	nan
PV1_004051	nan	nan	inf	nan	nan	inf	nan	nan	inf	nan
PV1_004052	-0.09	-1.00	4.44	-1.00	1.36	3.33	0.61	-0.57	2.17	0.57
PV1_004053	nan	nan	inf	nan	inf	inf	inf	nan	nan	nan
PV1_004054	-0.15	0.99	-0.21	0.44	-0.71	0.52	0.74	-0.34	-0.02	0.34
PV1_004055	nan	nan	inf	nan	nan	inf	nan	nan	inf	nan
PV1_004056	-1.00	-1.00	3.42	10.32	2.45	3.22	0.96	0.04	-1.00	-0.04
PV1_004057	7.53	-1.00	9.20	-1.00	16.66	15.22	6.52	1.00	4.95	-1.00
PV1_004058	0.97	-0.30	-0.53	1.01	1.24	0.87	-0.31	0.66	2.02	-0.66
PV1_004059	0.27	0.96	-0.24	0.88	0.47	-0.05	-0.16	0.11	0.76	-0.11
PV1_004060	0.41	-0.08	-0.29	0.14	0.27	-0.62	-0.41	-0.06	-0.33	0.06
PV1_004061	nan	nan	inf	nan	inf	inf	inf	nan	nan	nan
PV1_004062	-0.55	0.97	-0.47	1.28	-0.77	-0.15	0.18	-0.06	-0.22	0.06
PV1_004063	0.04	-0.63	-0.17	0.77	-0.03	0.06	-0.27	-0.71	0.60	0.71
PV1_004064	7.53	6.54	14.29	6.25	1.21	16.57	14.03	1.00	7.92	-1.00
PV1_004065	0.56	-0.54	-0.07	-0.56	-0.19	-0.42	0.38	0.10	0.45	-0.10
PV1_004066	0.94	0.14	-0.23	1.75	0.34	0.74	0.99	-0.39	0.35	0.39
PV1_004067	nan	nan	inf	nan	inf	inf	nan	nan	inf	nan
PV1_004068	0.24	-0.27	-0.69	-0.38	-0.41	-0.42	-0.27	-0.05	-0.39	0.05
PV1_004069	2.93	-1.00	4.22	0.49	1.72	17.28	4.01	0.43	3.57	-0.43
PV1_004070	0.42	1.52	0.98	0.21	0.47	1.48	1.51	1.00	-0.01	-1.00
PV1_004071	0.16	0.54	-0.11	-0.50	-0.10	-0.32	0.11	0.46	0.69	-0.46
PV1_004072	-0.10	-1.00	1.14	-1.00	0.86	0.70	1.37	-0.16	-0.38	0.16
PV1_004073	3.50	-1.00	1.99	4.10	2.11	2.80	2.97	-0.30	1.09	0.30
PV1_004074	-1.00	-1.00	26.19	13.51	7.83	27.38	6.52	1.00	1.97	-1.00
